SeniorCitizen,tenure,MonthlyCharges,TotalCharges,TotalIntlCalls,TotalDayCalls,TotalEveMinutes,TotalIntlMinutes,TotalDayMinutes,TotalEveCalls,NumbervMailMessages,CustomerServiceCalls,InternationalPlan,TotalCall,VoiceMailPlan,TotalNightCalls,TotalNightMinutes,Churn,AvgCallDuration,AvgCallPerMonth,NumServices,AutoPay,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_7-12 Months,TenureGroup_13-24 Months,TenureGroup_25-48 Months,TenureGroup_49+ Months,MonthlyChargesBin_Medium,MonthlyChargesBin_High,MonthlyChargesBin_Very High,TotalChargesBin_Medium,TotalChargesBin_High,TotalChargesBin_Very High,AvgCallDurationBin_Medium,AvgCallDurationBin_Long,AvgCallDurationBin_Very Long
0,1.0,-1.212606799801425,-1.032989347208118,0.8499999999999996,62.99999999999999,-1.909398541465472,6.65,-1.7783007515262705,52.275,0.0,0.0,1.0,-2.261234749218928,1.0,64.15,-1.8434554736425677,No,-0.9209952183135895,2.1223675359964957,-0.616101575904867,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,34.0,-0.302508244219721,-0.22698824551482025,3.0,110.0,0.13506880157862677,10.0,1.5654056142706978,99.0,25.0,1.0,0.0,-0.15852288395632397,2.0,91.0,1.3840786507081164,No,1.5676483646431836,-0.43313194384979425,-0.07041160867484189,0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
0,45.0,-0.7944987917943324,-0.24811725027783924,0.8499999999999996,62.99999999999999,-1.909398541465472,6.65,-1.7783007515262705,52.275,0.0,0.0,1.0,-2.261234749218928,1.0,64.15,-1.8434554736425677,No,-0.9209952183135895,-0.48057958914675447,0.47527835855518324,1,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,2.0,0.15925762807726904,-0.9801993414617444,6.583333333333334,67.0,1.584334645665001,6.65,1.5654056142706978,97.0,0.0,2.666666666666667,0.0,-0.1324750441884379,0.0,128.0,-0.8607214804382649,Yes,1.1781873749749887,1.278518101932245,-1.1617915431348922,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,8.0,1.1314846828407499,-0.6903093961131238,4.433333333333334,104.66666666666667,0.2741847004910734,9.358333333333333,0.19818810557055877,113.48333333333333,20.6,1.6666666666666667,1.0,0.6355020983014037,1.0,110.56666666666666,0.3282752120934299,Yes,-0.19790474457056859,-0.04123240675925779,0.47527835855518324,0,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
0,22.0,0.7771843226419681,-0.20102665812395173,6.583333333333334,94.0,1.0111413840811265,6.65,-1.2746771337096783,90.0,22.0,1.0,0.0,-0.1324750441884379,2.0,108.0,0.7835078665131868,No,0.42675849446918235,-0.374441516510301,-0.07041160867484189,1,True,False,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
0,10.0,-1.215965097054494,-0.915078665243414,0.8499999999999996,62.99999999999999,-1.909398541465472,6.65,-1.7783007515262705,52.275,0.0,0.0,1.0,-2.261234749218928,1.0,64.15,-1.8434554736425677,No,-0.9209952183135895,-0.2735269769194505,-0.616101575904867,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0,62.0,-0.3293746222442733,0.4658047321969275,3.0,123.0,0.086539999632424,12.65,-0.17881577177445257,103.0,26.0,1.0,0.0,0.5968644693123724,2.0,103.0,1.6313136235350287,No,0.17996199302272153,-0.47569949757872226,-0.07041160867484189,1,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
0,13.0,-0.5375890519345523,-0.7913168742674126,5.0,114.0,-1.8111915712111843,12.2,1.5654056142706978,110.0,0.0,0.0,0.0,0.5968644693123724,0.0,104.0,-0.807337410732049,No,-1.1075173162642244,-0.23432557003904259,-0.616101575904867,0,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
0,58.0,1.1549927636122326,1.4163498972433912,5.0,96.0,0.2551137327087067,10.4,-1.7783007515262705,126.0,0.0,0.0,0.0,0.36243391140139763,0.0,97.0,0.4712110587318237,No,-0.7446762915537004,-0.4731332038477243,0.47527835855518324,1,True,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,49.0,1.267495721590045,1.1368835942445268,4.433333333333334,104.66666666666667,0.2741847004910734,9.358333333333333,0.19818810557055877,113.48333333333333,20.6,1.6666666666666667,1.0,0.6355020983014037,1.0,110.56666666666666,0.3282752120934299,Yes,-0.19790474457056859,-0.458348895236956,1.0209683257852082,1,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
0,25.0,1.3279450721452872,0.11824885692585219,3.0,113.0,-1.1190176066100834,10.1,-0.028171757060985004,122.0,0.0,2.666666666666667,2.0,1.3522518225810687,0.0,121.0,-0.15872096380152464,No,-1.623867117818886,-0.36709262063289744,1.5666582930152335,0,True,False,False,True,False,True,False,True,False,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
0,69.0,1.5882131092581362,2.3759534458703078,6.0,72.0,0.8451217984756966,7.0,1.3305781795702925,90.0,0.0,1.0,0.0,-1.0962451156002229,0.0,99.0,0.06015372199396053,No,2.298904701560114,-0.4934279040597718,2.1123482602452586,1,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0,52.0,-1.5215701470837748,-0.6025644317177762,6.0,98.0,0.7276310148164693,6.65,1.5654056142706978,101.0,0.0,0.0,2.0,0.33638607163351153,0.0,118.0,0.2950436287013111,No,0.8328184226778058,-0.4656773834702383,-1.1617915431348922,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
0,71.0,1.3682446391821157,2.153654644989232,4.0,89.0,-1.543006086771644,11.8,-0.4771499969913198,78.0,0.0,0.0,0.0,-0.21061856349209612,0.0,131.0,1.133173523088902,No,-0.2951055249372695,-0.48902279950471833,1.0209683257852082,1,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
0,10.0,-0.3612784461484288,-0.8169317292724264,6.0,89.0,-0.5673217529058852,6.65,-1.7783007515262705,121.0,0.0,2.666666666666667,0.0,-0.6534318395461595,0.0,64.15,0.4471882273640263,Yes,-0.3284465849189653,-0.19993233712062897,-0.07041160867484189,1,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
0,21.0,0.8090881465461239,-0.238517097344488,6.583333333333334,88.0,1.584334645665001,7.5,1.493037411124032,108.0,24.0,2.666666666666667,0.0,0.36243391140139763,2.0,118.0,0.5272643319233503,No,1.3019100053849555,-0.3557828154309261,0.47527835855518324,0,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
1,1.0,-0.8834936690006613,-1.0287418754813982,0.8499999999999996,62.99999999999999,-1.909398541465472,6.65,-1.7783007515262705,52.275,0.0,0.0,1.0,-2.261234749218928,1.0,64.15,-1.8434554736425677,Yes,-0.9209952183135895,2.1223675359964957,-0.07041160867484189,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
